meta_DOI_URL;meta_authors;meta_year;meta_title;meta_journal;site_country;site_country_iso2;site_region_local;site_climate_zone;site_seismic_hazard;site_region_geoscheme;bldg_use_type;bldg_use_subtype;bldg_project_type;bldg_project_status;bldg_year_complete;bldg_year_complete_interval;bldg_users_total;bldg_area_definition;bldg_area_gfa;bldg_area_interval;bldg_floors_ag;bldg_floors_ag_interval;bldg_floors_bg;bldg_roof_type;bldg_area_value;bldg_area_specification;bldg_height;bldg_footprint;bldg_energy_class_general;bldg_energy_class_country;bldg_QTO_type;bldg_struct_type;lca_goal_scope;lca_reference_unit;lca_functional_unit;lca_RSP;lca_software;lca_database;lca_database_version;lca_database_other;lca_lcia_method;lca_model_type;scope_parts_1_ground;scope_parts_2_structure;scope_parts_3_secondary;scope_parts_4_finishes;scope_parts_5_mechanical;scope_parts_6_electrical;scope_parts_6+_renewables;scope_parts_7_facilities;scope_parts_8_fittings;scope_LCS_A123;scope_LCS_A4;scope_LCS_A5;scope_LCS_B1;scope_LCS_B2;scope_LCS_B3;scope_LCS_B4;scope_LCS_B5;scope_LCS_B6;scope_LCS_B7;scope_LCS_C1;scope_LCS_C2;scope_LCS_C3;scope_LCS_C4;scope_LCS_D;scope_handling_D;scope_LCS_B6_heating;scope_LCS_B6_ventilation;scope_LCS_B6_cooling;scope_LCS_B6_DHW;scope_LCS_B6_lighting;scope_LCS_B6_appliances;inv_energy_consumption;inv_energy_consumption_description;inv_energy_consumption_type;inv_mat_mass_total;inv_mat_mass_total_m2;inv_mat_mass_total_capita;inv_mat_mass_sum_top_5;inv_mat_mass_ratio;inv_mat_1_type;inv_mat_1_mass;inv_mat_2_type;inv_mat_2_mass;inv_mat_3_type;inv_mat_3_mass;inv_mat_4_type;inv_mat_4_mass;inv_mat_5_type;inv_mat_5_mass;mi_aluminium;mi_bamboo;mi_brass_copper;mi_cement_mortar;mi_ceramics;mi_concrete_reinforced;mi_concrete_wo_reinforcement;mi_earth;mi_EPS_XPS;mi_fungi;mi_glass;mi_metals;mi_plastics;mi_steel_reinforcement;mi_stone;mi_stone_wool;mi_straw_hemp;mi_wood;mi_other;mi_fr_aluminum;mi_fr_wood;mi_fr_copper;mi_fr_concrete;mi_fr_brick;mi_fr_plastics;mi_fr_glass;mi_fr_steel;mi_fr_other;mi_eurostat_metal_materials;mi_eurostat_non-metallic_minerals;mi_eurostat_fossil_energy_materials;mi_eurostat_biomass_based_materials;mi_hf_metals;mi_hf_cca;mi_hf_non-cca-minerals;mi_hf_bio-based;mi_hf_other-materials;GHG_sum_em_m2a;GHG_EC_share;GHG_OC_share;GHG_A123_m2a;GHG_A45_m2a;GHG_B1234_m2a;GHG_B67_m2a;GHG_C12_m2a;GHG_C34_m2a;GHG_A123_m2a_harm;GHG_A45_m2a_harm;GHG_B1234_m2a_harm;GHG_B67_m2a_harm;GHG_C12_m2a_harm;GHG_C34_m2a_harm;GHG_sum_em_m2a_harm;GHG_sum_em_capita_a;GHG_A_capita_a;GHG_B_em_capita_a;GHG_B_op_capita_a;GHG_C_capita_a;GHG_P1_sum_m2a;GHG_P2_sum_m2a;GHG_P34_sum_m2a;GHG_P4_sum_m2a;bldg_area_per_user
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;In use;1990.0;1990-1994;;Other;29806.0;No data;18.0;15-25;;No data;;No data;;;No data;No data;As-built measurement;No data;No data;No data;No data;;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;In use;1990.0;1990-1994;;Other;19125.0;No data;7.0;7-14;;No data;;No data;;;No data;No data;As-built measurement;No data;No data;No data;No data;;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;In use;1990.0;1990-1994;;Other;23156.0;No data;12.0;7-14;;No data;;No data;;;No data;No data;As-built measurement;No data;No data;No data;No data;;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No data;Deloitte;2010;Ropemaker place life cycle carbon assessment - British Land;No data;Great Britain;GB;No data;(C) Temperate;Low;Northern Europe;Non-residential;Office;New construction;New Built;;No data;;Other;;No data;21.0;15-25;3.0;Flat roof;80840.0;m2 NFA;;;New Advanced;No data;No data;frame steel;No data;m2 y;No data;60.0;No data;Bath ICE Database;No data;No data;IPCC 2007;Process-based;Yes;Yes;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;No data;Yes;No;Yes;No;No;No;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.575;41.78981937602627;58.21018062397373;;;;;;;;;;;;;;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Mixed use;No data;New Built;2022.0;>2020;;UK IPMS2 (GIA);64761.8;40001-45000;27.0;>25;3.0;Flat roof;;No data;;;New Advanced;No data;Conceptual design;frame steel;No data;No data;No data;60.0;eToolLCD;IMPACT;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;No;No;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;40.33;No data;No data;75325645.0974066;1163.11846022511;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0306571077582;;;18.1744613396329;0.347480836431321;5.50871493169396;;;;21.8093536075595;0.416977003717586;5.50871493169396;;;;27.735045542971;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;New Built;;No data;;UK IPMS2 (GIA);19414.71;10001-15000;12.0;7-14;2.0;Flat roof;;No data;;;New Advanced;No data;Conceptual design;frame steel;No data;No data;No data;60.0;eToolLCD;Other;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;31.09;No data;No data;47325965.7988855;2437.6344431045;;40899546.0;86.4209431537119;Concrete reinforced;37041927.0;Metals (iron, steel);2364562.0;Steel (reinforcement);1493057.0;No data;;No data;;;;;;;1907.9309966515;;;;;;121.792290484895;;76.9033892342455;;;;;;;;;1907.9309966515;;;;198.69567971914051;;198.69567971914;1907.9309966515;;;198.69567971914;1907.9309966515;;;;23.7833333333333;;;13.7166666666666;2.8;6.05;15.1333333333333;1.21666666666666;;16.46;3.36;6.05;15.1333333333333;1.46;;27.33;;;;;;5.90421901743574;7.77237208281761;1.73154187383346;3.62918117242029;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;In use;1990.0;1990-1994;;Other;54550.0;No data;14.0;7-14;;No data;;No data;;;No data;No data;As-built measurement;No data;No data;No data;No data;;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;New Built;;No data;;UK IPMS2 (GIA);20664.0;15001-20000;13.0;7-14;1.0;Flat roof;;No data;;;New Standard;A;Conceptual design;frame concrete;No data;No data;No data;60.0;eToolLCD;IMPACT;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;27.1;No data;No data;30124118.4929031;1457.80674084897;;;;Concrete reinforced;;Steel (reinforcement);;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.87556527154434;;;7.04595059431346;0.242002226106873;2.5798982567397;;0.0077141943843083;;8.45514071317615;0.290402671328248;2.5798982567397;;0.0092570332611699;;11.3255658995031;;;;;;;;;;
10.1016/j.buildenv.2012.02.005;Cuéllar-Franca R, Azapagic A;2012;Environmental impacts of the UK residential sector: Life cycle assessment of houses;Building and Environment;Great Britain;GB;UK;(C) Temperate;Low;Northern Europe;Residential;No data;New construction;New Built;;No data;2.3;Other;;No data;2.0;1-6;;Gable or saddle roof;60.0;m2 NFA;;;New Standard;No data;No data;massive brick;"""present (...) the results of a full life cycle assessment (LCA) for the three most common types of house in the UK: detached, semi-detached and terraced";other;construction and occupation of a house over its lifetime;50.0;No data;GaBi Professional ;v4.3;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No data;Yes;No;No;Yes;Yes;Yes;138.9;No data;Statistic data;88701.0;;38565.652173913;86817.0;97.8760104170189;Ceramics (e.g., fired clay bricks);40958.0;Concrete w/o reinforcement;28742.0;Cement mortar, plaster;11454.0;Stone (granite, limestone, etc);3360.0;Timber, wood;2303.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.21;7.610782104819116;92.38921789518089;;;;;;;;;;;;;;;;;;;;;;;
https://www.istructe.org/journal/volumes/volume-90-(2012)/issue-12/technical-whole-life-carbon-%E2%80%93-a-building-case-stud/;"Darby, H
Kelly, F
Elmualim, A";2012;Whole life carbon – a building case study;TheStructuralEngineer;Great Britain;GB;Swindon, UK;(C) Temperate;Low;Northern Europe;Non-residential;Other;New construction;New Built;2010.0;2010-2014;;Other;;No data;1.0;1-6;;Flat roof;11578.0;m2 NFA;13.0;;New Standard;No data;No data;frame steel;"This paper describes a case study on the whole life carbon cycle of a warehouse building in Swindon, UK.
It examines the relationship between embodied carbon (Ec) and operational carbon (Oc), the proportions of Ec from the structural and non-structural elements,carbonbenchmarkingofthe structure, the value of ‘cradle to site’ or ‘cradle to grave’ assessments and the significance of the timing of emissions during the life of the building.";whole building;No data;60.0;No data;Other;-;No data;PAS 2050+Markal;Process-based;Yes;Yes;No data;No data;Yes;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No data;No;No;No;No;No;No;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.09166666666666;56.91993112354714;43.08006887645286;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.enbuild.2013.08.041;Iddon Christopher R., Firth Steven K.;2013;Embodied and operational energy for new-build housing: A case study of construction methods in the UK;Energy and Buildings;Great Britain;GB;MIdlands, UK;(C) Temperate;Low;Northern Europe;Residential;Single family house;New construction;New Built;;No data;;Other;166.43;1-5000;2.0;1-6;;Gable or saddle roof;166.43;m2 GFA;;;New Standard;No data;No data;frame concrete;In this study a Building Information Model (BIM) tool is developed to simultaneously estimate embodied and operational carbon over a 60 year life span for a typical four bedroom detached house;other;No data;60.0;No data;Bath ICE Database;2.3;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;not in scope;Yes;No;No;Yes;Yes;No;;No data;Energy simulation (quasi-steady);;;;;;Concrete w/o reinforcement;;Stone (granite, limestone, etc);;Cement mortar, plaster;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.00833333333333;23.7;76.3;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.enbuild.2013.08.041;Iddon Christopher R., Firth Steven K.;2013;Embodied and operational energy for new-build housing: A case study of construction methods in the UK;Energy and Buildings;Great Britain;GB;MIdlands, UK;(C) Temperate;Low;Northern Europe;Residential;Single family house;New construction;New Built;;No data;;Other;166.43;1-5000;2.0;1-6;;Gable or saddle roof;166.43;m2 GFA;;;New Standard;No data;No data;frame wood;In this study a Building Information Model (BIM) tool is developed to simultaneously estimate embodied and operational carbon over a 60 year life span for a typical four bedroom detached house;other;No data;60.0;No data;Bath ICE Database;2.2;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;not in scope;Yes;No;No;Yes;Yes;No;;No data;Energy simulation (quasi-steady);;;;;;Concrete w/o reinforcement;;Stone (granite, limestone, etc);;Timber, wood;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.60833333333333;26.3;73.7;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.enbuild.2013.08.041;Iddon Christopher R., Firth Steven K.;2013;Embodied and operational energy for new-build housing: A case study of construction methods in the UK;Energy and Buildings;Great Britain;GB;MIdlands, UK;(C) Temperate;Low;Northern Europe;Residential;Single family house;New construction;New Built;;No data;;Other;166.43;1-5000;2.0;1-6;;Gable or saddle roof;166.43;m2 GFA;;;New Standard;No data;No data;frame concrete;In this study a Building Information Model (BIM) tool is developed to simultaneously estimate embodied and operational carbon over a 60 year life span for a typical four bedroom detached house;other;No data;60.0;No data;Bath ICE Database;2.1;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;not in scope;Yes;No;No;Yes;Yes;No;;No data;Energy simulation (quasi-steady);;;;;;Concrete w/o reinforcement;;Stone (granite, limestone, etc);;Cement mortar, plaster;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.7;20.4;79.60000000000001;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.enbuild.2013.08.041;Iddon Christopher R., Firth Steven K.;2013;Embodied and operational energy for new-build housing: A case study of construction methods in the UK;Energy and Buildings;Great Britain;GB;MIdlands, UK;(C) Temperate;Low;Northern Europe;Residential;Single family house;New construction;New Built;;No data;;Other;166.43;1-5000;2.0;1-6;;Gable or saddle roof;166.43;m2 GFA;;;New Standard;No data;No data;massive brick;In this study a Building Information Model (BIM) tool is developed to simultaneously estimate embodied and operational carbon over a 60 year life span for a typical four bedroom detached house;other;No data;60.0;No data;Bath ICE Database;2.0;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;not in scope;Yes;No;No;Yes;Yes;No;;No data;Energy simulation (quasi-steady);129701.0;779.312623925974;;94566.0;72.9107716979822;Concrete w/o reinforcement;67890.0;Stone (granite, limestone, etc);9275.0;Ceramics (e.g., fired clay bricks);6816.0;Other;5635.0;Cement mortar, plaster;4950.0;;;;29.7422339722405;40.9541548999579;;407.919245328366;;;;;;;;55.7291353722285;;;;33.8580784714294;;;;407.919245328366;40.9541548999579;;;;119.32944781589839;;534.344769572793;;;;437.661479300606;96.6832902721865;;;4.93333333333333;22.29760289461782;77.70239710538218;;;;;;;;;;;;;;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Hotel & Resort;No data;New Built;;No data;;UK IPMS2 (GIA);14539.0;10001-15000;17.0;15-25;1.0;Flat roof;;No data;;;New Standard;A;Conceptual design;frame concrete;No data;No data;No data;60.0;eToolLCD;IMPACT;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;77.59;No data;No data;21195052.2052032;1457.80674084897;;;;Concrete reinforced;;Steel (reinforcement);;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.94835673069024;;;4.95746591612095;0.170270536457986;1.8151926420218;;0.0054276360895014;;5.94895909934514;0.204324643749583;1.8151926420218;;0.0065131633074016;;7.96856381208266;;;;;;;;;;
No data;"Sansom, M
Pope, R";2012;A comparative embodied carbon assessment of commercial buildings;TheStructuralEngineer;Great Britain;GB;No data;(C) Temperate;Low;Northern Europe;Non-residential;Other;New construction;New Built;2007.0;2005-2009;;Other;;No data;2.0;1-6;;Flat roof;35400.0;m2 NFA;;;New Standard;No data;No data;frame steel;"This paper presents the results from
a comparative embodied carbon
assessment of new commercial
buildings focusing particularly on
diff erent structural forms.";whole building;No data;50.0;Other;GaBi Professional ;No data;No data;CML;Process-based;No;Yes;No data;Yes;No;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;substracted (credit);Yes;Yes;Yes;Yes;Yes;Yes;;No data;No data;;;;;;Metals (iron, steel);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.73;13.49028705866976;86.50971294133024;;;;;;;;;;;;;;;;;;;;;;;
No data;"Sansom, M
Pope, R";2012;A comparative embodied carbon assessment of commercial buildings;TheStructuralEngineer;Great Britain;GB;No data;(C) Temperate;Low;Northern Europe;Non-residential;Retail and Restaurant;New construction;New Built;2008.0;2005-2009;;Other;;No data;2.0;1-6;;Flat roof;9393.0;m2 NFA;;;New Standard;No data;No data;frame steel;"This paper presents the results from
a comparative embodied carbon
assessment of new commercial
buildings focusing particularly on
diff erent structural forms.";whole building;No data;50.0;Other;GaBi Professional ;No data;No data;CML;Process-based;No;Yes;No data;Yes;No;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;substracted (credit);Yes;Yes;Yes;Yes;Yes;Yes;;No data;No data;;;;;;Metals (iron, steel);;Timber, wood;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.01;9.16887572119133;90.83112427880867;;;;;;;;;;;;;;;;;;;;;;;
No data;"Sansom, M
Pope, R";2012;A comparative embodied carbon assessment of commercial buildings;TheStructuralEngineer;Great Britain;GB;No data;(C) Temperate;Low;Northern Europe;Non-residential;School and Daycare;New construction;New Built;2008.0;2005-2009;;Other;;No data;3.0;1-6;;Flat roof;9637.0;m2 NFA;;;New Standard;No data;No data;frame steel;"This paper presents the results from
a comparative embodied carbon
assessment of new commercial
buildings focusing particularly on
diff erent structural forms.";whole building;No data;50.0;Other;GaBi Professional ;No data;No data;CML;Process-based;No;Yes;No data;Yes;No;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;substracted (credit);Yes;Yes;Yes;Yes;Yes;Yes;;No data;No data;;;;;;Metals (iron, steel);;Concrete w/o reinforcement;;Timber, wood;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.95;14.37943176884858;85.62056823115142;;;;;;;;;;;;;;;;;;;;;;;
No data;"Sansom, M
Pope, R";2012;A comparative embodied carbon assessment of commercial buildings;TheStructuralEngineer;Great Britain;GB;No data;(C) Temperate;Low;Northern Europe;Non-residential;Office;New construction;New Built;2008.0;2005-2009;;Other;;No data;10.0;7-14;2.0;Flat roof;33018.0;m2 NFA;;;New Standard;No data;No data;frame steel;"This paper presents the results from
a comparative embodied carbon
assessment of new commercial
buildings focusing particularly on
diff erent structural forms.";whole building;No data;50.0;Other;GaBi Professional ;No data;No data;CML;Process-based;No;Yes;No data;Yes;No;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;substracted (credit);Yes;Yes;Yes;Yes;Yes;Yes;;No data;No data;;;;;;Metals (iron, steel);;Concrete w/o reinforcement;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.24;17.03445208525779;82.96554791474222;;;;;;;;;;;;;;;;;;;;;;;
No data;"Sansom, M
Pope, R";2012;A comparative embodied carbon assessment of commercial buildings;TheStructuralEngineer;Great Britain;GB;No data;(C) Temperate;Low;Northern Europe;Non-residential;Office;New construction;New Built;2011.0;2010-2014;;Other;;No data;17.0;15-25;;Flat roof;18625.0;m2 NFA;;;New Standard;No data;No data;frame steel;"This paper presents the results from
a comparative embodied carbon
assessment of new commercial
buildings focusing particularly on
diff erent structural forms.";whole building;No data;50.0;Other;GaBi Professional ;No data;No data;CML;Process-based;No;Yes;No data;Yes;No;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;Yes;Yes;Yes;substracted (credit);Yes;Yes;Yes;Yes;Yes;Yes;;No data;No data;;;;;;Metals (iron, steel);;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.69;13.10973376119097;86.89026623880903;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.buildenv.2012.02.005;Cuéllar-Franca R, Azapagic A;2012;Environmental impacts of the UK residential sector: Life cycle assessment of houses;Building and Environment;Great Britain;GB;UK;(C) Temperate;Low;Northern Europe;Residential;No data;New construction;New Built;;No data;2.3;Other;;No data;2.0;1-6;;Gable or saddle roof;90.0;m2 NFA;;;New Standard;No data;No data;massive brick;"""present (...) the results of a full life cycle assessment (LCA) for the three most common types of house in the UK: detached, semi-detached and terraced";other;construction and occupation of a house over its lifetime;50.0;No data;GaBi Professional ;v4.3;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No data;Yes;No;No;Yes;Yes;Yes;111.11;No data;Statistic data;134965.0;;58680.4347826087;131837.0;97.6823620938762;Ceramics (e.g., fired clay bricks);64308.0;Concrete w/o reinforcement;40142.0;Cement mortar, plaster;19087.0;Stone (granite, limestone, etc);5051.0;Timber, wood;3249.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.31;9.600244406233442;90.39975559376656;;;;;;;;;;;;;;;;;;;;;;;
http://dx.doi.org/10.1016/j.enbuild.2016.12.089;"﻿Azzouz, A
Borchers, M
Moreira, J
Mavrogianni, A
Garshasbi, S
Amini, P
Rashed-Ali, H
Mohammadi, Y";2017;﻿Life cycle assessment of energy conservation measures during early stage office building design: A case study in London, UK;Energy and Buildings;Great Britain;GB;London;(C) Temperate;No data;Northern Europe;Non-residential;Office;New construction;New Built;;No data;;Other;;No data;12.0;7-14;;No data;11550.0;m2 NFA;34.8;;New Advanced;No data;No data;massive concrete;This paper presents a cradle-to-grave Life Cycle Analysis of energy conservation measures for a planned large, medium- rise office building in central London, UK with Gross Floor Area of 15,590 m2 and a 60-year building lifetime.;m2 NFA;No data;60.0;Other;Other;-;BRE green guide book database;IMPACT;Process-based;Yes;Yes;No data;No data;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;not in scope;Yes;Yes;Yes;No;No;No;129.4;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;88.0;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.buildenv.2012.02.005;Cuéllar-Franca R, Azapagic A;2012;Environmental impacts of the UK residential sector: Life cycle assessment of houses;Building and Environment;Great Britain;GB;UK;(C) Temperate;Low;Northern Europe;Residential;No data;New construction;New Built;;No data;2.3;Other;;No data;2.0;1-6;;Gable or saddle roof;130.0;m2 NFA;;;New Standard;No data;No data;massive brick;"""present (...) the results of a full life cycle assessment (LCA) for the three most common types of house in the UK: detached, semi-detached and terraced";other;construction and occupation of a house over its lifetime;50.0;No data;GaBi Professional ;v4.3;No data;No data;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;No data;Yes;No;No;Yes;Yes;Yes;94.17;No data;Statistic data;176931.0;;76926.5217391304;172654.0;97.5826734715793;Ceramics (e.g., fired clay bricks);82274.0;Concrete w/o reinforcement;53542.0;Cement mortar, plaster;24845.0;Stone (granite, limestone, etc);7280.0;Timber, wood;4713.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.79;10.46850152905199;89.53149847094801;;;;;;;;;;;;;;;;;;;;;;;
No data;No data;No data;No data;No data;Great Britain;GB;No data;No data;No data;Northern Europe;Non-residential;Office;No data;New Built;;No data;;UK IPMS2 (GIA);78757.0;50001-55000;16.0;15-25;2.0;Flat roof;;No data;;;New Advanced;A;Detailed design;frame steel;No data;No data;No data;60.0;eToolLCD;IMPACT;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;36.62;No data;No data;8285597.91191227;105.204590219437;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.5642755564584;;;13.9166698409876;1.1;0.506338907441031;7.72877585484465;0.0412668080297625;;16.7000038091852;1.32;0.506338907441031;7.72877585484465;0.049520169635715;;18.5140999106957;;;;;;;;;;
http://dx.doi.org/10.1016/j.jclepro.2018.05.272;Gan et al;2018;Holistic BIM framework for sustainable low carbon design of high-rise buildings;Journal of Cleaner Production;Hong Kong;HK;Hong Kong;(C) Temperate;Low;Eastern Asia;Residential;Multi-family house;Existing building;In use;;No data;;Other;38360.0;No data;40.0;>25;;No data;38360.0;m2 GFA;108.0;;New Standard;No data;No data;No data;;m2 GFA;;50.0;No data;No data;;Literature data;No data;Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;33.0;Simulation (dynamic);Energy simulation (dynamic);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.74;34.0;66.0;9.74;;;18.9;;;9.74;;;18.9;;;9.74;;;;;;;;;;
