meta_DOI_URL;meta_authors;meta_year;meta_title;meta_journal;site_country;site_country_iso2;site_region_local;site_climate_zone;site_seismic_hazard;site_region_geoscheme;bldg_use_type;bldg_use_subtype;bldg_project_type;bldg_project_status;bldg_year_complete;bldg_year_complete_interval;bldg_users_total;bldg_area_definition;bldg_area_gfa;bldg_area_interval;bldg_floors_ag;bldg_floors_ag_interval;bldg_floors_bg;bldg_roof_type;bldg_area_value;bldg_area_specification;bldg_height;bldg_footprint;bldg_energy_class_general;bldg_energy_class_country;bldg_QTO_type;bldg_struct_type;lca_goal_scope;lca_reference_unit;lca_functional_unit;lca_RSP;lca_software;lca_database;lca_database_version;lca_database_other;lca_lcia_method;lca_model_type;scope_parts_1_ground;scope_parts_2_structure;scope_parts_3_secondary;scope_parts_4_finishes;scope_parts_5_mechanical;scope_parts_6_electrical;scope_parts_6+_renewables;scope_parts_7_facilities;scope_parts_8_fittings;scope_LCS_A123;scope_LCS_A4;scope_LCS_A5;scope_LCS_B1;scope_LCS_B2;scope_LCS_B3;scope_LCS_B4;scope_LCS_B5;scope_LCS_B6;scope_LCS_B7;scope_LCS_C1;scope_LCS_C2;scope_LCS_C3;scope_LCS_C4;scope_LCS_D;scope_handling_D;scope_LCS_B6_heating;scope_LCS_B6_ventilation;scope_LCS_B6_cooling;scope_LCS_B6_DHW;scope_LCS_B6_lighting;scope_LCS_B6_appliances;inv_energy_consumption;inv_energy_consumption_description;inv_energy_consumption_type;inv_mat_mass_total;inv_mat_mass_total_m2;inv_mat_mass_total_capita;inv_mat_mass_sum_top_5;inv_mat_mass_ratio;inv_mat_1_type;inv_mat_1_mass;inv_mat_2_type;inv_mat_2_mass;inv_mat_3_type;inv_mat_3_mass;inv_mat_4_type;inv_mat_4_mass;inv_mat_5_type;inv_mat_5_mass;mi_aluminium;mi_bamboo;mi_brass_copper;mi_cement_mortar;mi_ceramics;mi_concrete_reinforced;mi_concrete_wo_reinforcement;mi_earth;mi_EPS_XPS;mi_fungi;mi_glass;mi_metals;mi_plastics;mi_steel_reinforcement;mi_stone;mi_stone_wool;mi_straw_hemp;mi_wood;mi_other;mi_fr_aluminum;mi_fr_wood;mi_fr_copper;mi_fr_concrete;mi_fr_brick;mi_fr_plastics;mi_fr_glass;mi_fr_steel;mi_fr_other;mi_eurostat_metal_materials;mi_eurostat_non-metallic_minerals;mi_eurostat_fossil_energy_materials;mi_eurostat_biomass_based_materials;mi_hf_metals;mi_hf_cca;mi_hf_non-cca-minerals;mi_hf_bio-based;mi_hf_other-materials;GHG_sum_em_m2a;GHG_EC_share;GHG_OC_share;GHG_A123_m2a;GHG_A45_m2a;GHG_B1234_m2a;GHG_B67_m2a;GHG_C12_m2a;GHG_C34_m2a;GHG_A123_m2a_harm;GHG_A45_m2a_harm;GHG_B1234_m2a_harm;GHG_B67_m2a_harm;GHG_C12_m2a_harm;GHG_C34_m2a_harm;GHG_sum_em_m2a_harm;GHG_sum_em_capita_a;GHG_A_capita_a;GHG_B_em_capita_a;GHG_B_op_capita_a;GHG_C_capita_a;GHG_P1_sum_m2a;GHG_P2_sum_m2a;GHG_P34_sum_m2a;GHG_P4_sum_m2a;bldg_area_per_user
https://www.fwpa.com.au/images/marketaccess/PNA147-0809_Research_Report_Comparative-LCA_0.pdf;Carre A.;2011;A Comparative Life Cycle Assessment of Alternative Constructions of a Typical Australian House Design;Forest and Wood Products Australia report;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;151.2;1-5000;1.0;1-6;;No data;151.2;m2 NFA;2.4;;New Standard;No data;No data;frame wood;"""The study seeks to apply LCA to determine the impacts of a typical house design, while at the same time testing newly available inventory data for timber products. In doing so, the study also explores the implications of uniform building efficiency requirements as viewed through an ‘LCA’ lens";m2 NFA y;No data;50.0;No data;Ecoinvent;v2.0;also Australian LCI, FWPA LCI;Australian Impact Assessment Method;Process-based;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No data;Yes;No;Yes;No;No;No;10.42;No data;Energy simulation (quasi-steady);112567.42;744.493518518518;;106854.6;94.9249791813652;Concrete w/o reinforcement;87465.8;Ceramics (e.g., fired clay bricks);10468.8;Timber, wood;4785.0;Cement mortar, plaster;2682.6;Steel (reinforcement);1452.4;;;;17.7420634920634;69.2380952380952;;578.477513227513;;;;;;;9.6058201058201;;;;31.6468253968254;;;31.6468253968254;;578.477513227513;69.2380952380952;;;9.6058201058201;17.7420634920634;9.6058201058201;665.457671957672;;31.6468253968254;9.6058201058201;596.219576719576;69.2380952380952;31.6468253968254;;2.11;40.0;60.0;;;;3.17;;;;;;3.17;;;;;;;;;;;;;
https://www.fwpa.com.au/images/marketaccess/PNA147-0809_Research_Report_Comparative-LCA_0.pdf;Carre A.;2011;A Comparative Life Cycle Assessment of Alternative Constructions of a Typical Australian House Design;Forest and Wood Products Australia report;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;151.2;1-5000;1.0;1-6;;No data;151.2;m2 NFA;2.4;;New Standard;No data;No data;frame steel;"""The study seeks to apply LCA to determine the impacts of a typical house design, while at the same time testing newly available inventory data for timber products. In doing so, the study also explores the implications of uniform building efficiency requirements as viewed through an ‘LCA’ lens";m2 NFA y;No data;50.0;No data;Ecoinvent;v2.0;also Australian LCI, FWPA LCI;Australian Impact Assessment Method;Process-based;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No data;Yes;No;Yes;No;No;No;10.42;No data;Energy simulation (quasi-steady);70398.37;465.597685185185;;63046.88;89.5573008295504;Concrete w/o reinforcement;38585.8;Ceramics (e.g., fired clay bricks);14264.4;Steel (reinforcement);5578.4;Cement mortar, plaster;4068.0;Glass (single, double, triple);550.28;;;;26.9047619047619;94.3412698412698;;255.197089947089;;;;3.63941798941798;;;36.8941798941798;;;;;;;;;255.197089947089;94.3412698412698;;3.63941798941798;36.8941798941798;26.9047619047619;36.8941798941798;380.082539682539;;;36.8941798941798;282.101851851851;97.9806878306878;;;2.98;45.53243574051407;54.46756425948593;;;;3.56;;;;;;3.56;;;;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame wood;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;116.4;calculated;Energy simulation (quasi-steady);248000.0;1020.57613168724;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.29;12.44506019491687;87.55493980508314;3.88;0.41;;30.17;;;3.88;0.41;;30.17;;;4.29;;;;;;;;;;
https://www.fwpa.com.au/images/marketaccess/PNA147-0809_Research_Report_Comparative-LCA_0.pdf;Carre A.;2011;A Comparative Life Cycle Assessment of Alternative Constructions of a Typical Australian House Design;Forest and Wood Products Australia report;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;151.2;1-5000;1.0;1-6;;No data;151.2;m2 NFA;2.4;;New Standard;No data;No data;frame steel;"""The study seeks to apply LCA to determine the impacts of a typical house design, while at the same time testing newly available inventory data for timber products. In doing so, the study also explores the implications of uniform building efficiency requirements as viewed through an ‘LCA’ lens";m2 NFA y;No data;50.0;No data;Ecoinvent;v2.0;also Australian LCI, FWPA LCI;Australian Impact Assessment Method;Process-based;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No data;Yes;No;Yes;No;No;No;10.42;No data;Energy simulation (quasi-steady);110785.42;732.707804232804;;105292.88;95.0421815433836;Concrete w/o reinforcement;87465.8;Ceramics (e.g., fired clay bricks);10468.8;Steel (reinforcement);4125.4;Cement mortar, plaster;2682.6;Glass (single, double, triple);550.28;;;;17.7420634920634;69.2380952380952;;578.477513227513;;;;3.63941798941798;;;27.2843915343915;;;;;;;;;578.477513227513;69.2380952380952;;3.63941798941798;27.2843915343915;17.7420634920634;27.2843915343915;669.09708994709;;;27.2843915343915;596.219576719576;72.8775132275132;;;2.53;43.94993045897079;56.05006954102921;;;;3.22;;;;;;3.22;;;;;;;;;;;;;
http://dx.doi.org/10.1080/00038628.2013.837814;"Stephan, A
Crawford, R";2014;A multi-scale life-cycle energy and greenhouse-gas emissions analysis model for residential buildings;Architectural Science Review;Australia;AU;Melbourne;(C) Temperate;High;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;240.0;No data;;No data;;No data;240.0;m2 GFA;;;New Advanced;No data;No data;frame wood;"This study presents a holistic model and software tool which take into account energy requirements
at the building scale, i.e. the embodied and operational energy of the building and its refurbishment, and at the urban scale,
i.e. the embodied energy of nearby infrastructures (roads, power lines, etc.) and the transport energy (direct and indirect) of
its occupants. All associated greenhouse-gas emissions are also quantified. A case study, located near Melbourne, Australia,
confirms that each of the embodied, operational and transport requirements is nearly equally significant.";m2 GFA;No data;50.0;Other;Other;Australian IO database (Treloar & Crawford);No data;No data;Hybrid-based;Yes;Yes;Yes;Yes;Yes;No data;No data;No data;No data;Yes;No;Yes;No;No;No;Yes;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;;No data;Statistic data;;;;;;Ceramics (e.g., fired clay bricks);;Stone wool (e.g. insulation);;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.0;39.66942148760331;60.33057851239669;;;;;;;;;;;;;;;;;;;;;;;
doi:10.1007/s11367-017-1314-y;Kumar Lawania K, Biswas W;2018;Application of life cycle assessment approach to deliver low carbon houses at regional level in Western Australia;The International Journal of Life Cycle Assessment;Australia;AU;Broome;(B) Arid;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;2.4;;New Standard;No data;No data;massive brick;"""This research has utilized life cycle assess- ment (LCA) approach and cleaner production strategies (CPS) to design low-carbon houses in 18 locations in regional Westren Australia.";whole building;typical detached house equipped with standard features and amenities with a conditioned area of 153,6m2;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;Yes;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;121.58;No data;Energy simulation (dynamic);261450.0;1075.92592592592;;245470.0;93.8879326831134;No data;94620.0;No data;78350.0;No data;35960.0;No data;22020.0;No data;14520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.41;9.615384615384617;90.38461538461539;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame wood;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;126.2;calculated;Energy simulation (quasi-steady);167000.0;687.242798353909;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.64;7.351593990472701;92.64840600952729;2.23;0.41;;33.3;;;2.23;0.41;;33.3;;;2.64;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;128.94;calculated;Energy simulation (quasi-steady);182000.0;748.971193415637;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.6;14.22781213438075;85.77218786561926;5.28;0.33;;33.79;;;5.28;0.33;;33.79;;;5.61;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;123.69;calculated;Energy simulation (quasi-steady);190000.0;781.893004115226;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.86;13.7237599851384;86.2762400148616;4.53;0.33;;30.58;;;4.53;0.33;;30.58;;;4.86;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;massive concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;135.35;calculated;Energy simulation (quasi-steady);233000.0;958.847736625514;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.37;9.080037206006113;90.91996279399389;2.96;0.41;;33.79;;;2.96;0.41;;33.79;;;3.37;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;114.77;calculated;Energy simulation (quasi-steady);216000.0;888.888888888888;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.42;10.31899588232376;89.68100411767624;3.14;0.29;;29.76;;;3.14;0.29;;29.76;;;3.43;;;;;;;;;;
https://www.fwpa.com.au/images/marketaccess/PNA147-0809_Research_Report_Comparative-LCA_0.pdf;Carre A.;2011;A Comparative Life Cycle Assessment of Alternative Constructions of a Typical Australian House Design;Forest and Wood Products Australia report;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;151.2;1-5000;1.0;1-6;;No data;151.2;m2 NFA;2.4;;New Standard;No data;No data;frame wood;"""The study seeks to apply LCA to determine the impacts of a typical house design, while at the same time testing newly available inventory data for timber products. In doing so, the study also explores the implications of uniform building efficiency requirements as viewed through an ‘LCA’ lens";m2 NFA y;No data;50.0;No data;Ecoinvent;v2.0;also Australian LCI, FWPA LCI;Australian Impact Assessment Method;Process-based;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No data;Yes;No;Yes;No;No;No;10.42;No data;Energy simulation (quasi-steady);45036.37;297.85958994709;;38463.68;85.4058175647815;Concrete w/o reinforcement;29420.8;Timber, wood;7535.0;Glass (single, double, triple);550.28;Steel (reinforcement);497.4;Cement mortar, plaster;460.2;;;;3.04365079365079;;;194.58201058201;;;;3.63941798941798;;;3.28968253968254;;;;49.834656084656;;;49.834656084656;;194.58201058201;;;3.63941798941798;3.28968253968254;3.04365079365079;3.28968253968254;201.265079365079;;49.834656084656;3.28968253968254;197.625661375661;3.63941798941798;49.834656084656;;1.34;30.0;70.0;;;;3.14;;;;;;3.14;;;;;;;;;;;;;
doi:10.1007/s11367-017-1314-y;Kumar Lawania K, Biswas W;2018;Application of life cycle assessment approach to deliver low carbon houses at regional level in Western Australia;The International Journal of Life Cycle Assessment;Australia;AU;Kununurra;(B) Arid;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;2.4;;New Standard;No data;No data;massive brick;"""This research has utilized life cycle assess- ment (LCA) approach and cleaner production strategies (CPS) to design low-carbon houses in 18 locations in regional Westren Australia.";whole building;typical detached house equipped with standard features and amenities with a conditioned area of 153,6m2;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;Yes;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;160.28;No data;Energy simulation (dynamic);261450.0;1075.92592592592;;245470.0;93.8879326831134;No data;94620.0;No data;78350.0;No data;35960.0;No data;22020.0;No data;14520.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.41;4.184489492281942;95.81551050771806;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;massive brick;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;120.5;calculated;Energy simulation (quasi-steady);262000.0;1078.18930041152;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.09;11.62039421321223;88.37960578678778;3.67;0.41;;31.07;;;3.67;0.41;;31.07;;;4.08;;;;;;;;;;
http://dx.doi.org/10.1016/j.enbuild.2015.07.017;Islam, Jollands, Setunge, Haque, & Bhuiyan;2015;Life cycle assessment and life cycle cost implications for roofing and floor designs in residential buildings;Energy and Buildings;Australia;AU;Brisbane;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;Existing building;In use;2006.0;2005-2009;;Other;;No data;2.0;1-6;;No data;101.0;m2 NFA;;125.0;New Standard;No data;No data;No data;Comparision between various floor strucutre designs;whole building;;50.0;No data;No data;;;Australian Impact Method (GWP);Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;23.0;Simulations;Energy simulation (dynamic);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.34;37.6;62.4;3.78;;1.04;7.19;;;3.78;;1.04;7.19;;;4.82;;;;;;;;;;
http://dx.doi.org/10.1016/j.ijsbe.2014.11.004;Biswas, W;2014;Carbon footprint and embodied energy consumption assessment of building construction works in Western Australia;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Non-residential;Office;New construction;New Built;;No data;;Other;4020.0;1-5000;4.0;1-6;;Flat roof;4020.0;m2 GFA;;;New Standard;No data;No data;massive concrete;Using a life cycle assessment (LCA) methodology, this paper presents life cycle greenhouse gas (GHG) emissions and energy analysis of the Engineering Pavilion (hereinafter referred to as Building 216), at Curtin University Western Australia;whole building;No data;50.0;SimaPro;Other;-;AusLCI;Australian Greenhouse Gas Method and CED;Process-based;Yes;Yes;Yes;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;No;No;No;No;No;No;not in scope;Yes;Yes;Yes;No;Yes;Yes;208.33;No data;No data;5633000.0;1401.24378109452;;5888760.0;104.540387005148;Concrete reinforced;4426320.0;Ceramics (e.g., fired clay bricks);870000.0;Steel (reinforcement);459420.0;Metals (iron, steel);84700.0;Glass (single, double, triple);48320.0;;;;;216.417910447761;1101.07462686567;;;;;12.0199004975124;21.0696517412935;;114.283582089552;;;;;;;;;1101.07462686567;216.417910447761;;12.0199004975124;135.3532338308455;;135.353233830845;1329.51243781094;;;135.353233830845;1101.07462686567;228.437810945273;;;10.37;87.1966090861689;12.80339091383109;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.enbuild.2011.11.049;"﻿Aye, Lu
Ngo, T.
Crawford, R. H.
Gammampila, R.
Mendis, P.";2012;Life cycle greenhouse gas emissions and energy analysis of prefabricated reusable building modules;Energy and Buildings;Australia;AU;Victoria, Australia;(C) Temperate;Low;Australia and New Zealand;Residential;Multi-family house;New construction;New Built;;No data;;Other;3943.0;1-5000;8.0;7-14;;No data;3943.0;m2 GFA;;;New Standard;No data;No data;frame wood;evaluate different structural systems;m2 GFA y;No data;50.0;SimaPro;Other;No data;No data;No data;Hybrid-based;No data;Yes;No data;No data;No data;No data;No data;No data;No data;Yes;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No data;Yes;No;Yes;No;No;No;33.5;No data;Energy simulation (dynamic);;;;;;Timber, wood;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.59;21.72809244506697;78.27190755493302;;;;;;;;;;;;;;;;;;;;;;;
http://dx.doi.org/10.1016/j.ijsbe.2016.04.005;Lawania & Biswas;2016;Achieving environmentally friendly building envelope for Western Australia's housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Moderate;Australia and New Zealand;Residential;Single family house;New construction;New Built;2016.0;2015-2019;;Other;;No data;1.0;1-6;;No data;243.0;m2 NFA;;;New Standard;No data;No data;No data;;whole building;;50.0;No data;No data;;;Australian Impact Method (GWP);Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;61.0;Simulations (dynamic);Energy simulation (dynamic);167000.0;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05;16.0;84.0;1.05;;;5.53;;;1.05;;;5.53;;;1.05;;;;;;;;;;
http://dx.doi.org/10.1016/j.ijsbe.2016.04.005;Lawania & Biswas;2016;Achieving environmentally friendly building envelope for Western Australia's housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Moderate;Australia and New Zealand;Residential;Single family house;New construction;New Built;2016.0;2015-2019;;Other;;No data;1.0;1-6;;No data;243.0;m2 NFA;;;New Standard;No data;No data;No data;;whole building;;50.0;No data;No data;;;Australian Impact Method (GWP);Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;67.0;Simulations (dynamic);Energy simulation (dynamic);233000.0;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.45;16.1;83.9;1.45;;;7.57;;;1.45;;;7.57;;;1.45;;;;;;;;;;
https://www.fwpa.com.au/images/marketaccess/PNA147-0809_Research_Report_Comparative-LCA_0.pdf;Carre,A;2011;A Comparative Life Cycle Assessment of Alternative Constructions of a Typical Australian House Design; (Technical Report);Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;2011.0;2010-2014;;Other;202.0;No data;1.0;1-6;;No data;202.0;m2 GFA;;182.0;New Advanced;No data;No data;No data;Comparision between timber and steel structure design;m2 GFA;;50.0;No data;No data;;;Australian Impact  Assessment Method (GWP);Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;14.0;Simulations;Energy simulation (dynamic);38800.0;192.079207920792;;38290.0;98.6855670103092;No data;20400.0;No data;9450.0;No data;8440.0;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;32.0;68.0;2.6;;0.3;3.6;;;2.6;;0.3;3.6;;;2.9;;;;;;;;;;
