meta_DOI_URL;meta_authors;meta_year;meta_title;meta_journal;site_country;site_country_iso2;site_region_local;site_climate_zone;site_seismic_hazard;site_region_geoscheme;bldg_use_type;bldg_use_subtype;bldg_project_type;bldg_project_status;bldg_year_complete;bldg_year_complete_interval;bldg_users_total;bldg_area_definition;bldg_area_gfa;bldg_area_interval;bldg_floors_ag;bldg_floors_ag_interval;bldg_floors_bg;bldg_roof_type;bldg_area_value;bldg_area_specification;bldg_height;bldg_footprint;bldg_energy_class_general;bldg_energy_class_country;bldg_QTO_type;bldg_struct_type;lca_goal_scope;lca_reference_unit;lca_functional_unit;lca_RSP;lca_software;lca_database;lca_database_version;lca_database_other;lca_lcia_method;lca_model_type;scope_parts_1_ground;scope_parts_2_structure;scope_parts_3_secondary;scope_parts_4_finishes;scope_parts_5_mechanical;scope_parts_6_electrical;scope_parts_6+_renewables;scope_parts_7_facilities;scope_parts_8_fittings;scope_LCS_A123;scope_LCS_A4;scope_LCS_A5;scope_LCS_B1;scope_LCS_B2;scope_LCS_B3;scope_LCS_B4;scope_LCS_B5;scope_LCS_B6;scope_LCS_B7;scope_LCS_C1;scope_LCS_C2;scope_LCS_C3;scope_LCS_C4;scope_LCS_D;scope_handling_D;scope_LCS_B6_heating;scope_LCS_B6_ventilation;scope_LCS_B6_cooling;scope_LCS_B6_DHW;scope_LCS_B6_lighting;scope_LCS_B6_appliances;inv_energy_consumption;inv_energy_consumption_description;inv_energy_consumption_type;inv_mat_mass_total;inv_mat_mass_total_m2;inv_mat_mass_total_capita;inv_mat_mass_sum_top_5;inv_mat_mass_ratio;inv_mat_1_type;inv_mat_1_mass;inv_mat_2_type;inv_mat_2_mass;inv_mat_3_type;inv_mat_3_mass;inv_mat_4_type;inv_mat_4_mass;inv_mat_5_type;inv_mat_5_mass;mi_aluminium;mi_bamboo;mi_brass_copper;mi_cement_mortar;mi_ceramics;mi_concrete_reinforced;mi_concrete_wo_reinforcement;mi_earth;mi_EPS_XPS;mi_fungi;mi_glass;mi_metals;mi_plastics;mi_steel_reinforcement;mi_stone;mi_stone_wool;mi_straw_hemp;mi_wood;mi_other;mi_fr_aluminum;mi_fr_wood;mi_fr_copper;mi_fr_concrete;mi_fr_brick;mi_fr_plastics;mi_fr_glass;mi_fr_steel;mi_fr_other;mi_eurostat_metal_materials;mi_eurostat_non-metallic_minerals;mi_eurostat_fossil_energy_materials;mi_eurostat_biomass_based_materials;mi_hf_metals;mi_hf_cca;mi_hf_non-cca-minerals;mi_hf_bio-based;mi_hf_other-materials;GHG_sum_em_m2a;GHG_EC_share;GHG_OC_share;GHG_A123_m2a;GHG_A45_m2a;GHG_B1234_m2a;GHG_B67_m2a;GHG_C12_m2a;GHG_C34_m2a;GHG_A123_m2a_harm;GHG_A45_m2a_harm;GHG_B1234_m2a_harm;GHG_B67_m2a_harm;GHG_C12_m2a_harm;GHG_C34_m2a_harm;GHG_sum_em_m2a_harm;GHG_sum_em_capita_a;GHG_A_capita_a;GHG_B_em_capita_a;GHG_B_op_capita_a;GHG_C_capita_a;GHG_P1_sum_m2a;GHG_P2_sum_m2a;GHG_P34_sum_m2a;GHG_P4_sum_m2a;bldg_area_per_user;admin_project_code;admin_data_partner;admin_project_contact;meta_source;site_country_iso3;bldg_year_permit;bldg_area_hfa;bldg_volume_gbv;bldg_area_envelope;bldg_area_windows;bldg_area_walls_ext;bldg_orientation;bldg_attached_faces;bldg_ratio_window_to_wall;bldg_shape_factor;bldg_ratio_window_to_floor;bldg_ratio_wall_ext_to_floor;bldg_certification;bldg_wall_ext_uvalue;bldg_roof_uvalue;bldg_inertia;bldg_energy_provision;bldg_energy_sources;bldg_energy_distribution;bldg_bipv_description;bldg_wall_internal_type;bldg_wall_internal_area;bldg_construction_method;lca_scenarios_decarbonisation;lca_indicators_other;scope_parts;scope_LCS;scope_LCM;scope_LCS_B8;mass_aluminium;mass_bamboo;mass_brass_copper;mass_cement_mortar;mass_ceramics;mass_concrete_reinforced;mass_concrete_wo_reinforcement;mass_earth;mass_EPS_XPS;mass_fungi;mass_glass;mass_metals;mass_plastics;mass_steel_reinforcement;mass_stone;mass_stone_wool;mass_straw_hemp;mass_wood;mass_other;mass_eurostat_metal_materials;mass_eurostat_non-metallic_minerals;mass_eurostat_fossil_energy_materials;mass_eurostat_biomass_based_materials;mass_hf_metals;mass_hf_cca;mass_hf_non-cca-minerals;mass_hf_bio-based;mass_hf_other-materials;GHG_sum_em;GHG_B5_m2a;GHG_D_m2a;GHG_A123_m2a_APEN;GHG_A45_m2a_APEN;GHG_B1234_m2a_APEN;GHG_B5_m2a_APEN;GHG_B67_m2a_APEN;GHG_C12_m2a_APEN;GHG_C34_m2a_APEN;GHG_D_m2a_APEN;GHG_sum_em_m2a_APEN;GHG_sum_op_m2a_APEN;GHG_B5_m2a_harm;GHG_A1_m2a;GHG_A2_m2a;GHG_A3_m2a;GHG_A4_m2a;GHG_A5_m2a;GHG_B1_m2a;GHG_B2_m2a;GHG_B3_m2a;GHG_B4_m2a;GHG_B6_m2a;GHG_B7_m2a;GHG_C1_m2a;GHG_C2_m2a;GHG_C3_m2a;GHG_C4_m2a;GHG_P1_A123_m2a;GHG_P1_A45_m2a;GHG_P1_B1234_m2a;GHG_P1_B5_m2a;GHG_P1_C12_m2a;GHG_P1_C34_m2a;GHG_P1_D_m2a;GHG_P2_A123_m2a;GHG_P2_A45_m2a;GHG_P2_B1234_m2a;GHG_P2_B5_m2a;GHG_P2_C12_m2a;GHG_P2_C34_m2a;GHG_P2_D_m2a;GHG_P34_A123_m2a;GHG_P34_A45_m2a;GHG_P34_B1234_m2a;GHG_P34_B5_m2a;GHG_P34_C12_m2a;GHG_P34_C34_m2a;GHG_P34_D_m2a;GHG_P4_A123_m2a;GHG_P4_A45_m2a;GHG_P4_B1234_m2a;GHG_P4_B5_m2a;GHG_P4_C12_m2a;GHG_P4_C34_m2a;GHG_P4_D_m2a;GHG_P56_sum_m2a;GHG_P56_A123_m2a;GHG_P56_A45_m2a;GHG_P56_B1234_m2a;GHG_P56_B5_m2a;GHG_P56_C12_m2a;GHG_P56_C34_m2a;GHG_P56_D_m2a;GHG_P78_sum_m2a;GHG_P78_A123_m2a;GHG_P78_A45_m2a;GHG_P78_B1234_m2a;GHG_P78_B5_m2a;GHG_P78_C12_m2a;GHG_P78_C34_m2a;GHG_P78_D_m2a;CED_EE_m2a;CED_OE_m2a;CED_A1-3_m2a;CED_A4-5_m2a;CED_B1-4_m2a;CED_B5_m2a;CED_B6-7_m2a;CED_C1-2_m2a;CED_C3-4_m2a;CED_D_m2a;CED_EE_share;CED_OE_share;GHG_A123_m2a_harm_LCM;GHG_A45_m2a_harm_LCM;GHG_B1234_m2a_harm_LCM;GHG_B5_m2a_harm_LCM;GHG_C12_m2a_harm_LCM;GHG_C34_m2a_harm_LCM;ratio_A123_LCM;ratio_A45_LCM;ratio_B1234_LCM;ratio_B5_LCM;ratio_C12_LCM;ratio_C34_LCM;ratio_A123_parts;ratio_A45_parts;ratio_B1234_parts;ratio_B5_parts;ratio_C12_parts;ratio_C34_parts;GHG_A123_total;GHG_A45_total;GHG_B1234_total;GHG_B67_total;GHG_C12_total;GHG_C34_total;GHG_em_sum_total;GHG_P1_total;GHG_P2_total;GHG_P34_total;GHG_P4_total;GHG_P56_total;GHG_P78_total;GHG_per_mass
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.06;France;116.0;1-5000;;No data;;Other;;No data;;;No data;1;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7833862068965;;;;;;;;;;;;;;;12.7833862068965;719.841165048543;;;;;0.927543103448275;1.46060862068965;4.86063448275862;1.3041724137931;56.310679611650485;CSTB147;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74143.6399999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.65085;;;;;;;;0.57855;;;;;;;;;;;;;;;;;;;;8.71193632657986;1.93027044616725;1.66382540017974;;0.65074428035301;0.207444924231497;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;;;;1482.872799999994;107.5949999999999;169.4305999999994;563.8335999999999;151.2839999999996;423.4986;67.1118;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;1.98;France;103.0;1-5000;;No data;;Gable or saddle roof;;No data;;;New Standard;No data;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;22.3;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.6680601941747;;;;;;1.6475;;;;;;1.6475;;;11.6680601941747;606.974848484848;;;;;0.499267961165048;2.59972427184466;1.25693786407766;3.05574174757281;52.02020202020202;CSTB148;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60090.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.67314757281553;;;;;;;;0.582083495145631;;;;;;;;;;;;;;;;;;;;7.95183653385292;1.76185803920758;1.51865981420639;;0.593968085707802;0.189345751097099;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;169.6925;;;1201.810199999994;51.42459999999995;267.7716;129.464599999999;314.74139999999943;378.33419999999956;59.95459999999999;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;1.95;France;100.0;1-5000;;No data;;Other;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;44.2;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.311528;;;;;;10.247;;;;;;10.247;;;11.311528;580.078358974359;;;;;0.783462;2.159682;0.803514;2.940806;51.282051282051285;CSTB149;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56557.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.811124;;;;;;;;0.582784;;;;;;;;;;;;;;;;;;;;7.70885820841122;1.70802225998725;1.47225526137126;;0.575818646868524;0.183560054505474;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;1024.7;;;1131.1527999999998;78.3462;215.96820000000002;80.3514;294.0806;381.1124;58.2784;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.06;France;116.0;1-5000;;No data;;Other;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;42.4;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4295637931034;;;;;;2.0418;;;;;;2.0418;;;11.4295637931034;643.606504854368;;;;;0.696256896551724;3.10649827586206;1.14622413793103;2.25018793103448;56.310679611650485;CSTB150;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66291.4699999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.64832586206896;;;;;;;;0.578149999999999;;;;;;;;;;;;;;;;;;;;7.78930014274156;1.72584547203216;1.48761824481848;;0.581827314368342;0.185475503648655;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;236.84879999999998;;;1325.8293999999944;80.76579999999998;360.35379999999896;132.96199999999948;261.0217999999997;423.2057999999994;67.0653999999999;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;1.84;France;89.0;1-5000;;No data;;Other;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1048404494382;;;;;;;;;;;;;;;12.1048404494382;585.505869565217;;;;;1.57224269662921;2.29625168539325;1.17886741573033;2.82328314606741;48.369565217391305;CSTB151;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53866.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.65383146067415;;;;;;;;0.579022471910112;;;;;;;;;;;;;;;;;;;;8.24950428095655;1.82781114463356;1.57550907708889;;0.616202589796435;0.196433688948031;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;;;;1077.3307999999997;139.92959999999968;204.36639999999926;104.91919999999938;251.27219999999951;325.19099999999935;51.53299999999997;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;129.0;1-5000;2.0;1-6;;Other;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.1768279069767;;;;;;;;;;;;;;;11.1768279069767;720.9054;;;;;0.387381395348837;2.51852868217054;0.944017054263566;3.08761705426356;64.5;CSTB152;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72090.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.65858139534883;;;;;;;;0.579775193798449;;;;;;;;;;;;;;;;;;;;7.61705947726048;1.68768276586178;1.45472333105551;;0.568961675352588;0.181374182144353;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;;;;1441.8107999999943;49.97219999999997;324.89019999999965;121.77820000000001;398.30259999999925;471.9569999999991;74.79099999999993;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;133.0;1-5000;2.0;1-6;;Other;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;33.1;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4413744360902;;;;;;6.9896;;;;;;6.9896;;;11.4413744360902;760.851399999999;;;;;0.353336842105263;2.62331428571428;0.900222556390977;3.13582857142857;66.5;CSTB153;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76085.1399999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.67348421052631;;;;;;;;0.582136842105263;;;;;;;;;;;;;;;;;;;;7.79734915010248;1.72762885984026;1.48915546253809;;0.582428540698091;0.185667163190177;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;929.6168;;;1521.7027999999966;46.99379999999998;348.9007999999992;119.72959999999995;417.0651999999998;488.5733999999992;77.42419999999997;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.12;France;124.0;1-5000;;No data;;Flat roof;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1953258064516;;;;;;;;;;;;;;;12.1953258064516;713.311509433962;;;;;1.43036612903225;2.24195483870967;1.54757096774193;2.72934193548387;58.490566037735846;CSTB145;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75611.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.66442741935483;;;;;;;;0.580701612903225;;;;;;;;;;;;;;;;;;;;8.31117046674098;1.84147428580969;1.58728622540519;;0.620808789404205;0.197902057948694;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;;;;1512.2203999999983;177.365399999999;278.00239999999906;191.8987999999993;338.4383999999999;454.3889999999989;72.00699999999989;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.18;France;135.0;1-5000;;No data;;Other;;No data;;;No data;1;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1735762962962;;;;;;;;;;;;;;;12.1735762962962;753.868256880733;;;;;1.28214222222222;2.40125925925925;1.14721481481481;3.09705185185185;61.92660550458715;CSTB135;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82171.6399999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.66433777777777;;;;;;;;0.580687407407407;;;;;;;;;;;;;;;;;;;;8.29634807582352;1.83819014528605;1.58445541149938;;0.619701620372073;0.197549113477392;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;;;;1643.432799999987;173.08919999999972;324.16999999999877;154.87399999999934;418.10199999999975;494.68559999999894;78.39279999999994;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;96.0;1-5000;;No data;;Gable or saddle roof;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;47.2;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.4868354166666;;;;;;10.9581;;;;;;10.9581;;;12.4868354166666;599.368099999999;;;;;0.77885;3.26564791666666;1.04541666666666;2.99376041666666;48.0;CSTB176;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59936.8099999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8201625;;;;;;;;0.581752083333333;;;;;;;;;;;;;;;;;;;;8.50983560301055;1.88549176101265;1.625227744657;;0.635648223060135;0.202632587717965;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;1051.9776;;;1198.7361999999935;74.7696;313.50219999999933;100.35999999999936;287.4009999999993;366.7356;55.84819999999996;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;163.0;1-5000;;No data;;Gable or saddle roof;;No data;;;New Standard;3;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;41.9;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.5749141104294;;;;;;9.7717;;;;;;9.7717;;;13.5749141104294;1106.3555;;;;;0.649058895705521;3.2361963190184;2.25796932515337;1.62780736196319;81.5;CSTB178;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110635.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.94824662576687;;;;;;;;0.58;;;;;;;;;;;;;;;;;;;;9.25136622290652;2.04978986729543;1.76684694779899;;0.691037380133252;0.22028959960295;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;1592.7870999999998;;;2212.710999999992;105.79659999999993;527.4999999999992;368.04899999999935;265.33259999999996;806.5641999999997;94.53999999999999;
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;2015-2019;63.0;France;2078.0;1-5000;4.0;1-6;1.0;Flat roof;;No data;;;New Standard;1;No data;massive concrete;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;63.7;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.7507831568816;;;;;;14.8644;;;;;;14.8644;;;17.7507831568816;585.494085714285;;;;;3.47666102021174;5.23762579403272;1.39244350336862;2.09897228103946;32.98412698412698;CSTB201;CSTB;CSTB;No data;FRA;;;;;;;No data;;;;;;No data;;;No data;No data;No data;No data;No data;No data;;No data;No data;No data;GLEISA;ABCD;PCMRODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1844306.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.56;;;;;;;;0.64;;;;;;;;;;;;;;;;;;;;12.0972401292428;2.68033927548609;2.31035841454659;;0.903611955719171;0.288054339236224;0.681504586154162;0.150998367328203;0.130155294790524;;0.0509054697887433;0.0162276974875078;0.850488097739438;0.0594299458180456;0.0386097098486266;-0.0016495893914373;0.0519822697813145;0.200231947252071;;;;30888.2232;;;36886.12739999996;7224.501599999995;10883.786399999992;2893.4975999999924;4361.664399999998;5319.68;1329.92;
