meta_DOI_URL;meta_authors;meta_year;meta_title;meta_journal;site_country;site_country_iso2;site_region_local;site_climate_zone;site_seismic_hazard;site_region_geoscheme;bldg_use_type;bldg_use_subtype;bldg_project_type;bldg_project_status;bldg_year_complete;bldg_year_complete_interval;bldg_users_total;bldg_area_definition;bldg_area_gfa;bldg_area_interval;bldg_floors_ag;bldg_floors_ag_interval;bldg_floors_bg;bldg_roof_type;bldg_area_value;bldg_area_specification;bldg_height;bldg_footprint;bldg_energy_class_general;bldg_energy_class_country;bldg_QTO_type;bldg_struct_type;lca_goal_scope;lca_reference_unit;lca_functional_unit;lca_RSP;lca_software;lca_database;lca_database_version;lca_database_other;lca_lcia_method;lca_model_type;scope_parts_1_ground;scope_parts_2_structure;scope_parts_3_secondary;scope_parts_4_finishes;scope_parts_5_mechanical;scope_parts_6_electrical;scope_parts_6+_renewables;scope_parts_7_facilities;scope_parts_8_fittings;scope_LCS_A123;scope_LCS_A4;scope_LCS_A5;scope_LCS_B1;scope_LCS_B2;scope_LCS_B3;scope_LCS_B4;scope_LCS_B5;scope_LCS_B6;scope_LCS_B7;scope_LCS_C1;scope_LCS_C2;scope_LCS_C3;scope_LCS_C4;scope_LCS_D;scope_handling_D;scope_LCS_B6_heating;scope_LCS_B6_ventilation;scope_LCS_B6_cooling;scope_LCS_B6_DHW;scope_LCS_B6_lighting;scope_LCS_B6_appliances;inv_energy_consumption;inv_energy_consumption_description;inv_energy_consumption_type;inv_mat_mass_total;inv_mat_mass_total_m2;inv_mat_mass_total_capita;inv_mat_mass_sum_top_5;inv_mat_mass_ratio;inv_mat_1_type;inv_mat_1_mass;inv_mat_2_type;inv_mat_2_mass;inv_mat_3_type;inv_mat_3_mass;inv_mat_4_type;inv_mat_4_mass;inv_mat_5_type;inv_mat_5_mass;mi_aluminium;mi_bamboo;mi_brass_copper;mi_cement_mortar;mi_ceramics;mi_concrete_reinforced;mi_concrete_wo_reinforcement;mi_earth;mi_EPS_XPS;mi_fungi;mi_glass;mi_metals;mi_plastics;mi_steel_reinforcement;mi_stone;mi_stone_wool;mi_straw_hemp;mi_wood;mi_other;mi_fr_aluminum;mi_fr_wood;mi_fr_copper;mi_fr_concrete;mi_fr_brick;mi_fr_plastics;mi_fr_glass;mi_fr_steel;mi_fr_other;mi_eurostat_metal_materials;mi_eurostat_non-metallic_minerals;mi_eurostat_fossil_energy_materials;mi_eurostat_biomass_based_materials;mi_hf_metals;mi_hf_cca;mi_hf_non-cca-minerals;mi_hf_bio-based;mi_hf_other-materials;GHG_sum_em_m2a;GHG_EC_share;GHG_OC_share;GHG_A123_m2a;GHG_A45_m2a;GHG_B1234_m2a;GHG_B67_m2a;GHG_C12_m2a;GHG_C34_m2a;GHG_A123_m2a_harm;GHG_A45_m2a_harm;GHG_B1234_m2a_harm;GHG_B67_m2a_harm;GHG_C12_m2a_harm;GHG_C34_m2a_harm;GHG_sum_em_m2a_harm;GHG_sum_em_capita_a;GHG_A_capita_a;GHG_B_em_capita_a;GHG_B_op_capita_a;GHG_C_capita_a;GHG_P1_sum_m2a;GHG_P2_sum_m2a;GHG_P34_sum_m2a;GHG_P4_sum_m2a;bldg_area_per_user;admin_project_code;admin_data_partner;admin_project_contact;meta_source;site_country_iso3;bldg_year_permit;bldg_area_hfa;bldg_volume_gbv;bldg_area_envelope;bldg_area_windows;bldg_area_walls_ext;bldg_orientation;bldg_attached_faces;bldg_ratio_window_to_wall;bldg_shape_factor;bldg_ratio_window_to_floor;bldg_ratio_wall_ext_to_floor;bldg_certification;bldg_wall_ext_uvalue;bldg_roof_uvalue;bldg_inertia;bldg_energy_provision;bldg_energy_sources;bldg_energy_distribution;bldg_bipv_description;bldg_wall_internal_type;bldg_wall_internal_area;bldg_construction_method;lca_scenarios_decarbonisation;lca_indicators_other;scope_parts;scope_LCS;scope_LCM;scope_LCS_B8;mass_aluminium;mass_bamboo;mass_brass_copper;mass_cement_mortar;mass_ceramics;mass_concrete_reinforced;mass_concrete_wo_reinforcement;mass_earth;mass_EPS_XPS;mass_fungi;mass_glass;mass_metals;mass_plastics;mass_steel_reinforcement;mass_stone;mass_stone_wool;mass_straw_hemp;mass_wood;mass_other;mass_eurostat_metal_materials;mass_eurostat_non-metallic_minerals;mass_eurostat_fossil_energy_materials;mass_eurostat_biomass_based_materials;mass_hf_metals;mass_hf_cca;mass_hf_non-cca-minerals;mass_hf_bio-based;mass_hf_other-materials;GHG_sum_em;GHG_B5_m2a;GHG_D_m2a;GHG_A123_m2a_APEN;GHG_A45_m2a_APEN;GHG_B1234_m2a_APEN;GHG_B5_m2a_APEN;GHG_B67_m2a_APEN;GHG_C12_m2a_APEN;GHG_C34_m2a_APEN;GHG_D_m2a_APEN;GHG_sum_em_m2a_APEN;GHG_sum_op_m2a_APEN;GHG_B5_m2a_harm;GHG_A1_m2a;GHG_A2_m2a;GHG_A3_m2a;GHG_A4_m2a;GHG_A5_m2a;GHG_B1_m2a;GHG_B2_m2a;GHG_B3_m2a;GHG_B4_m2a;GHG_B6_m2a;GHG_B7_m2a;GHG_C1_m2a;GHG_C2_m2a;GHG_C3_m2a;GHG_C4_m2a;GHG_P1_A123_m2a;GHG_P1_A45_m2a;GHG_P1_B1234_m2a;GHG_P1_B5_m2a;GHG_P1_C12_m2a;GHG_P1_C34_m2a;GHG_P1_D_m2a;GHG_P2_A123_m2a;GHG_P2_A45_m2a;GHG_P2_B1234_m2a;GHG_P2_B5_m2a;GHG_P2_C12_m2a;GHG_P2_C34_m2a;GHG_P2_D_m2a;GHG_P34_A123_m2a;GHG_P34_A45_m2a;GHG_P34_B1234_m2a;GHG_P34_B5_m2a;GHG_P34_C12_m2a;GHG_P34_C34_m2a;GHG_P34_D_m2a;GHG_P4_A123_m2a;GHG_P4_A45_m2a;GHG_P4_B1234_m2a;GHG_P4_B5_m2a;GHG_P4_C12_m2a;GHG_P4_C34_m2a;GHG_P4_D_m2a;GHG_P56_sum_m2a;GHG_P56_A123_m2a;GHG_P56_A45_m2a;GHG_P56_B1234_m2a;GHG_P56_B5_m2a;GHG_P56_C12_m2a;GHG_P56_C34_m2a;GHG_P56_D_m2a;GHG_P78_sum_m2a;GHG_P78_A123_m2a;GHG_P78_A45_m2a;GHG_P78_B1234_m2a;GHG_P78_B5_m2a;GHG_P78_C12_m2a;GHG_P78_C34_m2a;GHG_P78_D_m2a;CED_EE_m2a;CED_OE_m2a;CED_A1-3_m2a;CED_A4-5_m2a;CED_B1-4_m2a;CED_B5_m2a;CED_B6-7_m2a;CED_C1-2_m2a;CED_C3-4_m2a;CED_D_m2a;CED_EE_share;CED_OE_share;GHG_A123_m2a_harm_LCM;GHG_A45_m2a_harm_LCM;GHG_B1234_m2a_harm_LCM;GHG_B5_m2a_harm_LCM;GHG_C12_m2a_harm_LCM;GHG_C34_m2a_harm_LCM;ratio_A123_LCM;ratio_A45_LCM;ratio_B1234_LCM;ratio_B5_LCM;ratio_C12_LCM;ratio_C34_LCM;ratio_A123_parts;ratio_A45_parts;ratio_B1234_parts;ratio_B5_parts;ratio_C12_parts;ratio_C34_parts;GHG_A123_total;GHG_A45_total;GHG_B1234_total;GHG_B67_total;GHG_C12_total;GHG_C34_total;GHG_em_sum_total;GHG_P1_total;GHG_P2_total;GHG_P34_total;GHG_P4_total;GHG_P56_total;GHG_P78_total;GHG_per_mass
http://dx.doi.org/10.1007/s11367-012-0533-5;Ximenes & Grant;2013;Quantifying the greenhouse benefits of the use of wood products in two popular house designs in Sydney, Australia;International Journal of Life Cycle Assessment;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;2013.0;2010-2014;;Other;;No data;1.0;1-6;;No data;221.0;m2 NFA;;;No data;No data;No data;No data;;whole building;;50.0;No data;No data;;;;Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;;Standard benchmarks;Energy simulation (dynamic);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.43;35.7;64.3;5.41;0.22;;7.96;;;5.41;0.22;;7.96;;;5.63;;;;;;;;;;;Satola_DS12;SATOLA-et-al;ROECK-et-al;Satola;AUS;;;;;;;No data;;;;;;No data;;;No data;No data;Electricity from grid;A/H-C (Air heating/cooling);no PV;No data;;Sub-floor:Concrete slab, Wall strucutre:Brick veneer and timber frame, Roof frame:Timber;No data;No;No data;No data;No data;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.2;5.41;0.22;;;7.96;;;-1.2;4.43;7.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.960923623445826;0.039076376554174;;;;;0.960923623445826;0.039076376554174;;;;;;;;;;;;;;;;;;
http://dx.doi.org/10.1016/j.ijsbe.2016.04.005;Lawania & Biswas;2016;Achieving environmentally friendly building envelope for Western Australia's housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Moderate;Australia and New Zealand;Residential;Single family house;New construction;New Built;2016.0;2015-2019;;Other;;No data;1.0;1-6;;No data;243.0;m2 NFA;;;New Standard;No data;No data;No data;;whole building;;50.0;No data;No data;;;Australian Impact Method (GWP);Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;56.0;Simulations (dynamic);Energy simulation (dynamic);262000.0;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;46.3;53.7;2.5;;;2.9;;;2.5;;;2.9;;;2.5;;;;;;;;;;;Satola_DS16;SATOLA-et-al;ROECK-et-al;Satola;AUS;;;;;;;No data;;;;;;No data;0.67;;high;Heat pump;Electricity from grid;A/H-C (Air heating/cooling);no PV;No data;;Double clay brick structure with insulation;No data;No;No data;No data;No data;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;2.9;;;;2.5;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500000.0;600000.0;500000.0;;;;600000.0;;;;45.5;54.5;;;;;;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;
http://dx.doi.org/10.1007/s11367-012-0533-5;Ximenes & Grant;2013;Quantifying the greenhouse benefits of the use of wood products in two popular house designs in Sydney, Australia;International Journal of Life Cycle Assessment;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;2013.0;2010-2014;;Other;;No data;2.0;1-6;;No data;296.0;m2 NFA;;;No data;No data;No data;No data;;whole building;;50.0;No data;No data;;;;Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;;Standard benchmarks;Energy simulation (dynamic);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.58;17.3;82.7;3.63;0.22;;7.57;;;3.63;0.22;;7.57;;;3.85;;;;;;;;;;;Satola_DS15;SATOLA-et-al;ROECK-et-al;Satola;AUS;;;;;;;No data;;;;;;No data;;;No data;No data;Electricity from grid;A/H-C (Air heating/cooling);no PV;No data;;Sub-floor:Timber bearers and joints , Wall strucutre:Brick veneer and steel frame, Roof frame:Steel;No data;No;No data;No data;No data;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.27;3.63;0.22;;;7.57;;;-2.27;1.58;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.942857142857142;0.0571428571428571;;;;;0.942857142857142;0.0571428571428571;;;;;;;;;;;;;;;;;;
http://dx.doi.org/10.1007/s11367-012-0533-5;Ximenes & Grant;2013;Quantifying the greenhouse benefits of the use of wood products in two popular house designs in Sydney, Australia;International Journal of Life Cycle Assessment;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;2013.0;2010-2014;;Other;;No data;2.0;1-6;;No data;296.0;m2 NFA;;;No data;No data;No data;No data;;whole building;;50.0;No data;No data;;;;Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;;Standard benchmarks;Energy simulation (dynamic);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.42;31.1;68.9;4.03;0.27;;7.57;;;4.03;0.27;;7.57;;;4.3;;;;;;;;;;;Satola_DS14;SATOLA-et-al;ROECK-et-al;Satola;AUS;;;;;;;No data;;;;;;No data;;;No data;No data;Electricity from grid;A/H-C (Air heating/cooling);no PV;No data;;Sub-floor:Concrete slab, Wall strucutre:Brick veneer and timber frame, Roof frame:Timber;No data;No;No data;No data;No data;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.92;4.03;0.27;;;7.57;;;-0.92;3.42;7.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.937209302325581;0.0627906976744186;;;;;0.937209302325581;0.0627906976744186;;;;;;;;;;;;;;;;;;
http://dx.doi.org/10.1007/s11367-012-0533-5;Ximenes & Grant;2013;Quantifying the greenhouse benefits of the use of wood products in two popular house designs in Sydney, Australia;International Journal of Life Cycle Assessment;Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;2013.0;2010-2014;;Other;;No data;1.0;1-6;;No data;221.0;m2 NFA;;;No data;No data;No data;No data;;whole building;;50.0;No data;No data;;;;Process-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;;Standard benchmarks;Energy simulation (dynamic);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.34;22.7;77.3;3.62;0.14;;7.96;;;3.62;0.14;;7.96;;;3.76;;;;;;;;;;;Satola_DS13;SATOLA-et-al;ROECK-et-al;Satola;AUS;;;;;;;No data;;;;;;No data;;;No data;No data;Electricity from grid;A/H-C (Air heating/cooling);no PV;No data;;Sub-floor:Timber bearers and joints , Wall strucutre:Brick veneer and steel frame, Roof frame:Steel;No data;No;No data;No data;No data;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.43;3.62;0.14;;;7.96;;;-1.43;2.34;7.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.962765957446808;0.0372340425531914;;;;;0.962765957446808;0.0372340425531914;;;;;;;;;;;;;;;;;;
https://www.researchgate.net/publication/228591216_The_Environmental_Impacts_of_Residential_Development_Case_Studies_of_12_Estates_in_Sydney/link/0deec520875bd11ae0000000/download;Holloway,Pullen and Troy;2007;The Environmental Impacts of Residential Development: Case Studies of 12 Estates in Sydney; (Technical Report);Australia;AU;Sydney;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;Existing building;In use;1978.0;1975-1979;;Other;174.0;No data;1.0;1-6;;No data;174.0;m2 GFA;;;New Standard;No data;No data;No data;The aim of the research was to make an 'account' of the water,energy consumption and GHG emissions of households in different kinds of dwellings in different kinds of developments undertaken by the NSW Landcom since its creation in 1976.;whole building;;65.0;No data;No data;;;;I-O-based;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;84.0;Utility bills. Conversion to primary energy done with factor obtained from the European Directive 2006/32/EC;Meter data (measured);;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.8153846153846;10.2;89.8;10.3307692307692;1.24615384615384;6.23846153846153;156.9;;;13.43;1.62;6.23846153846153;156.9;;;21.2884615384615;;;;;;;;;;;Satola_DS7;SATOLA-et-al;ROECK-et-al;Satola;AUS;;;;;;;No data;;;;;;No data;;;No data;Oil/gas boiler;other - please specify... Gas for space heating/ domestic hot water + electricity plug loads and cooling;other;no pV;No data;;Structure - concrete and clay bricks, windows - aluminium frame;No data;No;No data;No data;No data;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.43;1.62;8.11;;203.97;;;;23.16;156.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.630858175248419;0.0760975609756097;0.293044263775971;;;;0.630858175248419;0.0760975609756097;0.293044263775971;;;;2336.82;281.88;1085.4923076923062;27300.600000000002;;;3099.8769230769203;;;;;;;
No data;No data;No data;No data;No data;Belgium;BE;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;>2020;24.0;Other;950.0;1-5000;;No data;;No data;;No data;;;New Advanced;-;Conceptual design;massive brick;No data;No data;No data;60.0;MMG-Building-LCA-Tool;Ecoinvent 2.2;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5184904830624;;;6.845805420112;0.887844143093132;4.25028291668194;25.3913605929043;0.273787462964164;0.260770540211232;8.21496650413441;1.06541297171175;4.25028291668194;25.3913605929043;0.328544955556996;0.312924648253478;14.1721319963385;495.523581621223;306.123628543536;168.240365451993;;21.1595876256927;3.20901430146935;0.567697588481512;2.28985064199803;5.6570890261146;39.583333333333336;MFH_small_P4_Passive;KU Leuven;KU Leuven;No data;BEL;;;;;;;No data;;;;;;No certification;;;No data;No data;No data;No data;No data;No data;;No data;No;No data;GLEIS;ABC;PCMODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.66293361401491;0.387146226617138;;;0.150270084639289;0.0086643761980166;;0.326141658334168;0.0401601074155332;0.186815330389458;;0.0124758880817567;0.0021046042605951;;1.25531823136568;0.131702875165468;0.708635937331476;;0.0401627526792987;0.154030845456105;;2.20506616245225;0.374866749342157;2.89371555724018;;0.0997388631625195;0.0837016939174886;;3.7482214505787;1.73419138416994;0.11485231742978;1.87582909656624;;0.0101815784538966;0.0131670739588328;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.579656364071176;0.0751766192967304;0.299904271127309;;0.0231824651112392;0.0220802803935444;0.579656364071176;0.0751766192967304;0.299904271127309;;0.0231824651112392;0.0220802803935444;7804.218178927689;1012.1423231261625;4037.7687708478425;24121.792563259085;312.1177077791462;297.2784158408041;11892.565958909281;3048.563586395883;539.3127090574363;2175.358109898128;5374.23457480887;3560.810378049765;;
No data;No data;No data;No data;No data;Belgium;BE;No data;No data;No data;Western Europe;Residential;Row house;No data;New Built;;>2020;4.0;Other;199.91;1-5000;;No data;;No data;;No data;;;New Advanced;-;Conceptual design;massive brick;No data;No data;No data;60.0;MMG-Building-LCA-Tool;Ecoinvent 2.2;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.8257729037089;;;4.80882696598664;0.593472731616082;4.10572501728846;22.1716902354418;0.162408245806661;0.15533994301105;5.77059235918397;0.712167277939298;4.10572501728846;22.1716902354418;0.194889894967993;0.18640793161326;10.9697824809929;491.067565295111;269.99343313694;205.193872051534;;15.8802601066371;0.368242021633527;0.416207075214052;3.01658212470252;4.60290122060667;49.9775;TH_P6_Passive;KU Leuven;KU Leuven;No data;BEL;;;;;;;No data;;;;;;No certification;;;No data;No data;No data;No data;No data;No data;;No data;No;No data;GLEIS;ABC;PCMODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.320266824102979;0.0284984639508585;;;0.0184196004754563;0.0010571331042324;;0.239110520239854;0.0294433536214424;0.136963523967965;;0.0091466882977167;0.0015429890870742;;1.77546968925004;0.187318033657605;0.925619200623992;;0.0495554556117685;0.078619745559111;;1.81613633627774;0.304645104528248;2.33157021948218;;0.0814242482440207;0.0691253120744747;;1.42184046155212;0.657843596116022;0.0435677758579277;0.711572073214316;;0.0038622531776991;0.0049947631861578;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.526044374096068;0.0649208203693418;0.374275882352482;;0.0177660674043148;0.0169928557777917;0.526044374096068;0.0649208203693418;0.374275882352482;;0.0177660674043148;0.0169928557777917;1153.5991185244675;142.36936053284506;820.7754882061361;4432.34259496717;38.96043890305148;37.26480960880681;1964.2702611804461;73.61526254475838;83.20395640604113;603.0449325492807;920.1659830114794;284.24012666888433;;
No data;No data;No data;No data;No data;Belgium;BE;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;>2020;3.0;Other;190.0;1-5000;;No data;;No data;;No data;;;New Standard;-;Conceptual design;massive brick;No data;No data;No data;60.0;MMG-Building-LCA-Tool;Ecoinvent 2.2;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7049716675894;;;9.5171846032555;1.19542576209093;5.39626101074002;23.4985509230387;0.374232916908522;0.221867374594434;11.4206215239066;1.43451091450911;5.39626101074002;23.4985509230387;0.449079500290227;0.266240849513321;18.9667137989592;1057.98153894732;678.465323138607;341.763197346868;;37.7530184618539;4.19315750776139;0.496024157917777;2.28811975929788;4.54559932170859;63.333333333333336;MFH_small_P5_EPB-solid;KU Leuven;KU Leuven;No data;BEL;;;;;;;No data;;;;;;No certification;;;No data;No data;No data;No data;No data;No data;;No data;No;No data;GLEIS;ABC;PCMODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.47960433556311;0.505876557171413;;;0.196355040645553;0.011321574381313;;0.28496534901589;0.0350897799583063;0.163229365110435;;0.0109007718292102;0.001838892003935;;1.3375732623325;0.149812294037778;0.630150613226955;;0.0485171074157765;0.122066482284861;;1.83142949800665;0.307904443364159;2.26110919600451;;0.0878609714656917;0.0572952128675641;;4.22138801983492;1.95311158365674;0.129351001065717;2.11262930430109;;0.0114668767240667;0.0148292540872993;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.602140236045173;0.0756330764366693;0.284512175801172;;0.0236772434619047;0.0140372682550801;0.602140236045173;0.0756330764366693;0.284512175801172;;0.0236772434619047;0.0140372682550801;2169.918089542254;272.5570737567309;1025.2895920406038;4464.7246753773525;85.32510505514313;50.58576140753099;3173.9446168419863;796.699926474664;94.24459000437763;434.7427542665972;863.663871124632;802.0637237686348;;
No data;No data;No data;No data;No data;Belgium;BE;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;>2020;24.0;Other;950.0;1-5000;;No data;;No data;;No data;;;New Standard;-;Conceptual design;frame wood;No data;No data;No data;60.0;MMG-Building-LCA-Tool;Ecoinvent 2.2;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.86485285603632;;;4.96763619093572;0.564247811459752;3.00041356815901;28.4131096185728;0.196142837848968;0.136412447632862;5.96116342912287;0.677097373751703;3.00041356815901;28.4131096185728;0.235371405418761;0.163694937159434;10.0377407136117;350.900425551437;218.970408428154;118.766370406294;;13.1636467169891;3.20901430146935;0.38376727500344;1.13392958878613;3.06236809803163;39.583333333333336;MFH_small_P4_EPB-timber;KU Leuven;KU Leuven;No data;BEL;;;;;;;No data;;;;;;No certification;;;No data;No data;No data;No data;No data;No data;;No data;No;No data;GLEIS;ABC;PCMODW;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.66293361401491;0.387146226617138;;;0.150270084639289;0.0086643761980166;;0.16091914303719;0.0151699831373804;0.198933313133125;;0.0056704024539972;0.0030744332417468;;0.598354819299059;0.0513660727153359;0.458610022789664;;0.0137166834223943;0.0118819905596843;;1.17598858896314;0.126734960306492;1.59059745641407;;0.0472161654861317;0.121830926861788;;3.7482214505787;1.73419138416994;0.11485231742978;1.87582909656624;;0.0101815784538966;0.0131670739588328;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.593875016221446;0.0674551567997286;0.29891323692893;;0.0234486436872775;0.0163079463626166;0.593875016221446;0.0674551567997286;0.29891323692893;;0.0234486436872775;0.0163079463626166;5663.105257666726;643.2425050641178;2850.3928897510596;26992.45413764416;223.60283514782296;155.5101903014623;8421.610213234504;3048.563586395883;364.578911253268;1077.2331093468235;2909.2496931300484;3560.810378049765;;
